,Date,Open,High,Low,Close,Adj Close,Volume,Outlier,Prediction,L14,H14,%K,%D,Sell Entry,Sell Exit,Short,Buy Entry,Buy Exit,Long,Position
306,2011-09-14,24.25,24.84,23.790001,24.34,24.34,830800,0,0,22.07,25.5,66.1807580174927,53.093772035957166,False,False,0.0,False,False,0.0,0.0
307,2011-09-15,24.58,24.93,24.33,24.82,24.82,562600,0,0,22.07,25.5,80.17492711370264,68.31875607385807,False,False,0.0,False,False,0.0,0.0
308,2011-09-16,24.780001000000002,25.84,24.49,25.799999,25.799999,1417100,0,0,22.290001,25.84,98.87321095020026,81.74296536046516,False,False,0.0,False,False,0.0,0.0
309,2011-09-19,24.950001,25.809998999999998,23.82,25.77,25.77,1157400,0,0,22.290001,25.84,98.028168458639,92.35876884084728,False,False,0.0,False,False,0.0,0.0
310,2011-09-20,25.98,26.6,25.67,26.01,26.01,1180400,0,0,22.290001,26.6,86.31090169626489,94.40409370170134,True,False,-1.0,False,True,0.0,-1.0
311,2011-09-21,25.950001,26.950001,25.700001,25.85,25.85,987600,0,0,22.290001,26.950001,76.39482832618029,86.91129949369468,False,False,-1.0,False,False,0.0,-1.0
312,2011-09-22,25.639999,26.110001,24.879998999999998,25.629998999999998,25.629998999999998,775800,0,0,22.290001,26.950001,71.67377682403429,78.12650228215978,False,False,-1.0,False,False,0.0,-1.0
313,2011-09-23,25.49,26.620001000000002,25.35,26.379998999999998,26.379998999999998,1156400,0,0,22.290001,26.950001,87.76819742489266,78.6122675250357,False,True,0.0,False,False,0.0,0.0
314,2011-09-26,26.52,26.52,24.9,25.52,25.52,934800,0,0,22.450001,26.950001,68.22219999999999,75.8880580829756,False,False,0.0,False,True,0.0,0.0
315,2011-09-27,26.0,26.99,25.57,26.190001000000002,26.190001000000002,674500,0,0,22.450001,26.99,82.3788727706769,79.45642339852314,False,True,0.0,False,False,0.0,0.0
316,2011-09-28,26.0,26.5,24.51,24.59,24.59,723300,0,0,22.450001,26.99,47.13655223272076,65.91254166779918,False,False,0.0,False,True,0.0,0.0
317,2011-09-29,25.719998999999998,25.82,23.549999,24.120001000000002,24.120001000000002,929600,0,0,22.450001,26.99,36.784149071398524,55.433191358265354,False,False,0.0,False,False,0.0,0.0
318,2011-09-30,24.799999,24.889999,23.49,24.389999,24.389999,1336100,0,0,22.75,26.99,38.67922169811321,40.866641000744124,False,False,0.0,False,False,0.0,0.0
319,2011-10-03,24.950001,25.0,23.25,23.73,23.73,1023200,0,0,23.25,26.99,12.834224598930499,29.432531789480702,False,False,0.0,False,False,0.0,0.0
320,2011-10-04,23.290001,24.32,22.93,23.66,23.66,1200300,0,0,22.93,26.99,17.98029556650248,23.164580621182022,False,False,0.0,False,False,0.0,0.0
321,2011-10-05,24.030001000000002,25.84,23.35,25.370001000000002,25.370001000000002,1229500,0,0,22.93,26.99,60.09854679802963,30.304355654487498,False,True,0.0,False,False,0.0,0.0
322,2011-10-06,25.370001000000002,27.6,25.02,26.959999,26.959999,1769100,0,0,22.93,27.6,86.29548179871517,54.79144138774905,False,False,0.0,False,False,0.0,0.0
323,2011-10-07,26.98,27.6,26.049999,26.99,26.99,1311600,0,0,22.93,27.6,86.93790149892928,77.77731003189132,False,False,0.0,False,False,0.0,0.0
324,2011-10-10,27.309998999999998,28.18,27.0,27.879998999999998,27.879998999999998,923500,0,0,22.93,28.18,94.2856952380952,89.17302617857985,False,False,0.0,False,False,0.0,0.0
325,2011-10-11,27.51,27.77,27.09,27.610001,27.610001,575700,0,0,22.93,28.18,89.1428761904762,90.1221576425002,True,False,-1.0,False,True,0.0,-1.0
326,2011-10-12,27.25,28.0,27.200001,27.799999,27.799999,1123400,0,0,22.93,28.18,92.76188571428573,92.06348571428566,False,True,0.0,False,False,0.0,0.0
327,2011-10-13,27.629998999999998,28.469998999999998,27.440001000000002,27.940001000000002,27.940001000000002,1043500,0,0,22.93,28.469998999999998,90.43324737062235,90.77933642512805,True,False,-1.0,False,True,0.0,-1.0
328,2011-10-14,28.0,28.549999,27.26,28.049999,28.049999,1400500,0,0,22.93,28.549999,91.10320126391481,91.43277811627424,False,False,-1.0,False,False,0.0,-1.0
329,2011-10-17,27.860001,28.0,27.26,27.42,27.42,754500,0,0,22.93,28.549999,79.89325265004499,87.14323376152733,False,False,-1.0,False,False,0.0,-1.0
330,2011-10-18,27.299999,28.43,26.709999,28.34,28.34,999700,0,0,22.93,28.549999,96.26336232444169,89.08660541280044,False,True,0.0,False,False,0.0,0.0
331,2011-10-19,28.02,28.059998999999998,27.299999,27.57,27.57,792900,0,0,22.93,28.549999,82.56229227087051,86.23963574845233,True,False,-1.0,False,True,0.0,-1.0
332,2011-10-20,27.440001000000002,27.469998999999998,27.0,27.34,27.34,999700,0,0,22.93,28.549999,78.46976485227133,85.76513981586112,False,False,-1.0,False,False,0.0,-1.0
333,2011-10-21,27.4,28.299999,27.01,28.030001000000002,28.030001000000002,1142600,0,0,22.93,28.549999,90.7473649016664,83.92647400826935,False,True,0.0,False,False,0.0,0.0
334,2011-10-24,27.870001000000002,28.889999,27.75,28.549999,28.549999,940600,0,0,23.35,28.889999,93.86281477668138,87.69331484353965,False,False,0.0,False,False,0.0,0.0
335,2011-10-25,28.23,28.860001,27.799999,28.25,28.25,654400,0,0,25.02,28.889999,83.46255386629299,89.35757784821352,True,False,-1.0,False,True,0.0,-1.0
336,2011-10-26,28.190001000000002,28.370001000000002,27.4,27.98,27.98,510500,0,0,26.049999,28.889999,67.95778169014088,81.76105011103834,False,False,-1.0,False,False,0.0,-1.0
337,2011-10-27,28.34,28.950001,28.110001,28.76,28.76,869400,0,0,26.709999,28.950001,91.51782007337499,80.97938520993621,False,True,0.0,False,False,0.0,0.0
338,2011-10-28,28.5,30.0,28.01,29.870001000000002,29.870001000000002,1264000,0,0,26.709999,30.0,96.04866381499586,85.17475519283717,False,False,0.0,False,False,0.0,0.0
339,2011-10-31,29.5,29.51,28.75,29.370001000000002,29.370001000000002,1134000,0,0,26.709999,30.0,80.8511000452584,89.47252797787637,True,False,-1.0,False,True,0.0,-1.0
340,2011-11-01,28.389999,28.92,28.0,28.879998999999998,28.879998999999998,635200,0,0,26.709999,30.0,65.9574267606605,80.9523968736382,False,False,-1.0,False,False,0.0,-1.0
341,2011-11-02,29.0,29.26,28.25,28.709999,28.709999,875300,0,0,26.709999,30.0,60.79025507894982,69.19959396162285,False,False,-1.0,False,False,0.0,-1.0
342,2011-11-03,30.0,32.490002000000004,29.530001000000002,32.459998999999996,32.459998999999996,2509700,1,0,26.709999,32.490002000000004,99.48091722443729,75.40953302134915,False,True,0.0,False,False,0.0,0.0
343,2011-11-04,31.459999,32.400002,30.51,32.310001,32.310001,3032900,1,0,26.709999,32.490002000000004,96.8857974641189,85.71898992250196,False,False,0.0,False,False,0.0,0.0
344,2011-11-07,31.639999,32.0,30.75,31.27,31.27,1266300,0,0,27.0,32.490002000000004,77.77774944344276,91.3814880439996,True,False,-1.0,False,True,0.0,-1.0
345,2011-11-08,31.370001000000002,32.0,30.719998999999998,31.84,31.84,1167900,0,0,27.0,32.490002000000004,88.16025932230983,87.60793540995711,False,True,0.0,False,False,0.0,0.0
346,2011-11-09,30.870001000000002,31.49,30.299999,30.879998999999998,30.879998999999998,953700,0,0,27.01,32.490002000000004,70.62039393416269,78.8528008999717,False,False,0.0,False,True,0.0,0.0
347,2011-11-10,30.940001000000002,31.5,30.65,31.33,31.33,747300,0,0,27.4,32.490002000000004,77.21018577202908,78.66361300950047,False,False,0.0,False,False,0.0,0.0
348,2011-11-11,31.9,34.5,30.57,33.639998999999996,33.639998999999996,3868300,1,0,27.4,34.5,87.88730985915487,78.57262985511548,False,True,0.0,False,False,0.0,0.0
349,2011-11-14,33.0,33.540001000000004,32.619999,33.220001,33.220001,1325700,0,0,27.4,34.5,81.97184507042259,82.35644690053545,True,False,-1.0,False,True,0.0,-1.0
350,2011-11-15,32.919998,34.400002,32.73,33.93,33.93,891000,0,0,28.0,34.5,91.23076923076923,87.02997472011549,False,True,0.0,False,False,0.0,0.0
351,2011-11-16,33.48,35.0,33.400002,34.939999,34.939999,1833200,0,0,28.0,35.0,99.14284285714287,90.78181905277815,False,False,0.0,False,False,0.0,0.0
352,2011-11-17,34.5,34.900002,33.189999,33.68,33.68,1349300,0,0,28.0,35.0,81.14285714285714,90.50548974358968,True,False,-1.0,False,True,0.0,-1.0
353,2011-11-18,33.639998999999996,34.110001000000004,32.540001000000004,32.599998,32.599998,902800,0,0,28.0,35.0,65.71425714285714,81.99998571428564,False,False,-1.0,False,False,0.0,-1.0
354,2011-11-21,32.439999,32.439999,31.049999,31.76,31.76,1031600,0,0,28.25,35.0,52.00000000000002,66.2857047619047,False,False,-1.0,False,False,0.0,-1.0
355,2011-11-22,31.76,32.790001000000004,31.049999,32.07,32.07,732600,0,0,29.530001000000002,35.0,46.43509075595807,54.71644929960501,False,False,-1.0,False,False,0.0,-1.0
356,2011-11-23,31.76,32.049999,31.25,31.450001,31.450001,451800,0,0,30.299999,35.0,24.46812245359098,40.96773773651629,False,False,-1.0,False,False,0.0,-1.0
357,2011-11-25,31.549999,32.41,31.08,31.66,31.66,239600,0,0,30.299999,35.0,28.936185332726534,33.27979951409179,False,False,-1.0,False,False,0.0,-1.0
358,2011-11-28,32.0,33.279999,31.809998999999998,32.560001,32.560001,681200,0,0,30.299999,35.0,48.08513870528964,33.82981549720231,False,True,0.0,False,False,0.0,0.0
359,2011-11-29,32.490002000000004,33.07,31.629998999999998,31.75,31.75,591100,0,0,30.299999,35.0,30.85107854232372,35.95746752677989,False,False,0.0,False,True,0.0,0.0
360,2011-11-30,32.5,32.93,32.220001,32.740002000000004,32.740002000000004,760300,0,0,30.57,35.0,48.984243792325145,42.64015367997943,False,True,0.0,False,False,0.0,0.0
361,2011-12-01,32.57,33.990002000000004,31.98,32.599998,32.599998,1030200,0,0,30.57,35.0,45.82388261851014,41.88640165105293,False,False,0.0,False,False,0.0,0.0
362,2011-12-02,32.830002,33.689999,32.400002,33.299999,33.299999,802800,0,0,31.049999,35.0,56.96201089569344,50.590045768842835,False,False,0.0,False,False,0.0,0.0
363,2011-12-05,33.529999,35.0,33.43,34.419998,34.419998,1160100,0,0,31.049999,35.0,85.31640878065599,62.70076743161979,False,False,0.0,False,False,0.0,0.0
364,2011-12-06,34.200001,34.98,34.029999,34.869999,34.869999,951800,0,0,31.049999,35.0,96.70883627624399,79.66241865086441,False,False,0.0,False,False,0.0,0.0
365,2011-12-07,34.630001,34.889998999999996,33.799999,34.189999,34.189999,674300,0,0,31.049999,35.0,79.49365076110108,87.17296527266696,True,False,-1.0,False,True,0.0,-1.0
366,2011-12-08,30.84,31.65,29.610001,30.889999,30.889999,3305800,1,-1,29.610001,35.0,23.74764819065828,66.65004507600105,False,False,-1.0,False,False,0.0,-1.0
367,2011-12-09,30.540001,31.120001000000002,30.280001000000002,31.040001,31.040001,1239500,0,0,29.610001,35.0,26.53061716709038,43.25730537294985,False,False,-1.0,False,False,0.0,-1.0
368,2011-12-12,30.440001000000002,30.620001000000002,30.02,30.41,30.41,758700,0,0,29.610001,35.0,14.842284757381213,21.70685003837656,False,False,-1.0,False,False,0.0,-1.0
369,2011-12-13,30.57,30.93,28.91,29.450001,29.450001,994100,0,0,28.91,35.0,8.867011494252877,16.746637806241427,False,False,-1.0,False,False,0.0,-1.0
370,2011-12-14,29.5,29.68,28.0,28.530001000000002,28.530001000000002,1163900,0,0,28.0,35.0,7.571442857142888,10.426913036258929,False,False,-1.0,False,False,0.0,-1.0
371,2011-12-15,28.67,29.17,28.120001000000002,28.620001000000002,28.620001000000002,700300,0,0,28.0,35.0,8.857157142857172,8.43187049808425,False,True,0.0,True,False,1.0,1.0
372,2011-12-16,28.790001,28.93,27.98,28.0,28.0,1029700,0,0,27.98,35.0,0.28490028490027886,5.571166761633383,False,False,0.0,False,True,0.0,0.0
373,2011-12-19,28.09,28.5,27.370001000000002,27.75,27.75,987000,0,0,27.370001000000002,35.0,4.980328306727145,4.707461911494803,False,True,0.0,True,False,1.0,1.0
374,2011-12-20,28.049999,28.450001,27.719998999999998,27.9,27.9,843300,0,0,27.370001000000002,35.0,6.946252548656909,4.070493713428047,False,False,0.0,False,False,1.0,1.0
375,2011-12-21,27.91,28.07,26.030001000000002,27.57,27.57,1705500,0,0,26.030001000000002,35.0,17.1683296731694,9.698303509517755,False,False,0.0,False,False,1.0,1.0
376,2011-12-22,27.6,28.049999,27.299999,27.77,27.77,1009400,0,0,26.030001000000002,35.0,19.397984325304808,14.504188849043643,False,False,0.0,False,False,1.0,1.0
377,2011-12-23,28.0,28.0,27.52,27.9,27.9,591400,0,0,26.030001000000002,34.98,20.89384590992689,19.15338663613364,False,False,0.0,False,False,1.0,1.0
378,2011-12-27,27.66,28.77,27.639999,28.57,28.57,777500,0,0,26.030001000000002,34.889998999999996,28.668166742249827,22.98666565916045,False,False,0.0,False,False,1.0,1.0
379,2011-12-28,28.99,29.24,28.040001,28.51,28.51,575200,0,0,26.030001000000002,31.65,44.12810393738506,31.230038863187204,False,False,0.0,False,False,1.0,1.0
380,2011-12-29,28.59,29.34,28.549999,28.73,28.73,488200,0,0,26.030001000000002,31.120001000000002,53.045166994106054,41.947145891246926,False,False,0.0,False,False,1.0,1.0
381,2011-12-30,28.49,28.98,28.25,28.559998999999998,28.559998999999998,339800,0,0,26.030001000000002,30.93,51.63262278216785,49.601964571219604,False,False,0.0,False,False,1.0,1.0
382,2012-01-03,28.940001000000002,29.5,27.65,28.08,28.08,928100,0,0,26.030001000000002,30.93,41.83672282382093,48.83817086669823,False,False,0.0,False,True,0.0,0.0
383,2012-01-04,28.209999,28.67,27.5,27.709999,27.709999,630100,0,0,26.030001000000002,29.68,46.02735507598766,46.49890022732543,False,False,0.0,False,False,0.0,0.0
384,2012-01-05,27.76,27.93,26.85,27.120001000000002,27.120001000000002,1005500,0,0,26.030001000000002,29.5,31.412112798879782,39.75873023289606,False,False,0.0,False,False,0.0,0.0
385,2012-01-06,27.200001,27.790001,26.41,26.91,26.91,986300,0,0,26.030001000000002,29.5,25.36020903752418,34.26655897079715,False,False,0.0,False,False,0.0,0.0
386,2012-01-09,27.0,27.49,26.120001000000002,27.25,27.25,897000,0,0,26.030001000000002,29.5,35.15848275460594,30.643601530336582,False,True,0.0,False,False,0.0,0.0
387,2012-01-10,27.440001000000002,27.76,27.25,27.620001000000002,27.620001000000002,671800,0,0,26.030001000000002,29.5,45.821338853411795,35.44667688184725,False,False,0.0,False,False,0.0,0.0
388,2012-01-11,27.620001000000002,28.379998999999998,27.299999,28.23,28.23,672300,0,0,26.030001000000002,29.5,63.4005658214887,48.12679580983542,False,False,0.0,False,False,0.0,0.0
389,2012-01-12,28.48,28.620001000000002,27.809998999999998,28.25,28.25,729300,0,0,26.120001000000002,29.5,63.01774053779303,57.413215070897785,False,False,0.0,False,False,0.0,0.0
390,2012-01-13,28.4,28.5,22.639999,22.790001,22.790001,5500400,1,0,22.639999,29.5,2.1866177570528142,42.86830803877812,False,False,0.0,False,True,0.0,0.0
391,2012-01-17,26.620001000000002,27.34,26.41,26.6,26.6,4651600,1,0,22.639999,29.5,57.72595368426333,40.976770659703,False,True,0.0,False,False,0.0,0.0
392,2012-01-18,26.690001000000002,26.879998999999998,26.25,26.809998999999998,26.809998999999998,1260200,0,0,22.639999,29.5,60.78716315055927,40.23324486395842,False,False,0.0,False,False,0.0,0.0
393,2012-01-19,27.190001000000002,27.74,26.610001,26.76,26.76,1246300,0,0,22.639999,29.5,60.05831486030399,59.52381056504215,False,False,0.0,False,False,0.0,0.0
394,2012-01-20,26.9,27.0,26.4,26.6,26.6,662300,0,0,22.639999,29.5,57.72595368426333,59.52381056504214,False,False,0.0,False,True,0.0,0.0
395,2012-01-23,26.809998999999998,27.209999,26.6,26.77,26.77,594600,0,0,22.639999,29.5,60.2040874338065,59.32945199279121,False,True,0.0,False,False,0.0,0.0
396,2012-01-24,26.629998999999998,27.68,26.440001000000002,27.42,27.42,858000,0,0,22.639999,28.67,79.27031852896874,65.73345321567946,False,False,0.0,False,False,0.0,0.0
397,2012-01-25,27.27,28.01,27.049999,27.969998999999998,27.969998999999998,611200,0,0,22.639999,28.620001000000002,89.13040497310864,76.20160364529455,False,False,0.0,False,False,0.0,0.0
398,2012-01-26,28.07,29.58,28.0,28.940001000000002,28.940001000000002,1271100,0,0,22.639999,29.58,90.77811372073295,86.39294574093672,False,False,0.0,False,False,0.0,0.0
399,2012-01-27,28.5,29.719998999999998,28.5,29.33,29.33,748400,0,0,22.639999,29.719998999999998,94.4915395480226,91.46668608062134,False,False,0.0,False,False,0.0,0.0
400,2012-01-30,29.49,29.610001,28.530001000000002,29.57,29.57,729000,0,0,22.639999,29.719998999999998,97.8813700564972,94.38367444175087,False,False,0.0,False,False,0.0,0.0
401,2012-01-31,29.9,30.0,28.870001000000002,29.07,29.07,956400,0,0,22.639999,30.0,87.36413215161248,93.24568058537737,True,False,-1.0,False,True,0.0,-1.0
402,2012-02-01,29.07,29.700001,29.0,29.58,29.58,523200,0,0,22.639999,30.0,94.29347903621206,93.17966041477386,False,True,0.0,False,False,0.0,0.0
403,2012-02-02,29.719998999999998,30.879998999999998,29.610001,30.25,30.25,805700,0,0,22.639999,30.879998999999998,92.35438106796119,91.33733075192852,False,False,0.0,False,False,0.0,0.0
404,2012-02-03,30.41,31.33,30.25,31.15,31.15,764500,0,0,26.25,31.33,96.45669291338584,94.36818433918631,False,False,0.0,False,False,0.0,0.0
405,2012-02-06,31.1,31.9,31.049999,31.799999,31.799999,652100,0,0,26.25,31.9,98.2300707964602,95.68038159260236,False,False,0.0,False,False,0.0,0.0
406,2012-02-07,31.799999,31.799999,30.82,31.6,31.6,1021600,0,0,26.4,31.9,94.5454545454546,96.4107394184335,True,False,-1.0,False,True,0.0,-1.0
407,2012-02-08,31.6,32.009997999999996,31.290001,31.93,31.93,623700,0,0,26.4,32.009997999999996,98.57401018681297,97.11651184290922,False,True,0.0,False,False,0.0,0.0
408,2012-02-09,32.0,32.900002,31.43,32.580002,32.580002,1277100,0,0,26.440001000000002,32.900002,95.04644039528786,96.05530170918509,True,False,-1.0,False,True,0.0,-1.0
409,2012-02-10,32.259997999999996,32.27,29.84,31.1,31.1,1874200,0,0,26.440001000000002,32.900002,72.13619626374671,88.5855489486158,False,False,-1.0,False,False,0.0,-1.0
410,2012-02-13,31.549999,32.060001,30.9,31.49,31.49,1157900,0,0,27.049999,32.900002,75.89741406970215,81.02668357624553,False,False,-1.0,False,False,0.0,-1.0
411,2012-02-14,31.74,33.790001000000004,31.4,33.169998,33.169998,1810800,0,0,28.0,33.790001000000004,89.29183259208412,79.10848097517761,False,True,0.0,False,False,0.0,0.0
412,2012-02-15,33.099998,34.41,32.27,33.599998,33.599998,2761800,1,0,28.5,34.41,86.29438240270731,83.82787635483115,False,False,0.0,False,False,0.0,0.0
413,2012-02-16,33.5,34.509997999999996,32.540001000000004,34.18,34.18,2219700,1,0,28.530001000000002,34.509997999999996,94.48163602757666,90.02261700745599,False,False,0.0,False,False,0.0,0.0
414,2012-02-17,33.990002000000004,34.970001,33.5,34.970001,34.970001,1376700,0,0,28.870001000000002,34.970001,100.0,93.59200614342795,False,False,0.0,False,False,0.0,0.0
415,2012-02-21,34.869999,34.869999,33.810001,34.5,34.5,1135800,0,0,29.0,34.970001,92.12728775087302,95.53630792614985,True,False,-1.0,False,True,0.0,-1.0
416,2012-02-22,34.5,34.720001,32.5,34.220001,34.220001,1654600,0,0,29.610001,34.970001,86.00746268656717,92.71158347914668,False,False,-1.0,False,False,0.0,-1.0
417,2012-02-23,33.990002000000004,34.970001,33.560001,34.529999,34.529999,820400,0,0,29.84,34.970001,91.42296463489956,89.85257169077988,False,True,0.0,False,False,0.0,0.0
418,2012-02-24,34.23,34.52,33.27,33.75,33.75,959900,0,0,29.84,34.970001,76.21830872937446,84.5495786836137,True,False,-1.0,False,True,0.0,-1.0
419,2012-02-27,33.41,34.0,33.0,33.619999,33.619999,606000,0,0,29.84,34.970001,73.68417666975108,80.44181667800832,False,False,-1.0,False,False,0.0,-1.0
420,2012-02-28,33.639998999999996,34.439999,33.169998,33.810001,33.810001,612200,0,0,29.84,34.970001,77.38791863783257,75.76346801231934,False,True,0.0,False,False,0.0,0.0
421,2012-02-29,33.810001,34.119999,33.139998999999996,33.41,33.41,535700,0,0,29.84,34.970001,69.5906297094288,73.55424167233744,False,False,0.0,False,True,0.0,0.0
422,2012-03-01,33.509997999999996,34.5,33.310001,34.41,34.41,703500,0,0,29.84,34.970001,89.0838032975041,78.68745054825511,False,True,0.0,False,False,0.0,0.0
423,2012-03-02,34.400002,34.5,33.709998999999996,34.040001000000004,34.040001000000004,550000,0,0,30.9,34.970001,77.1498827641566,78.60810525702978,False,False,0.0,False,True,0.0,0.0
424,2012-03-05,34.349998,34.400002,33.459998999999996,33.77,33.77,467000,0,0,31.4,34.970001,66.38653602618042,77.54007402928032,False,False,0.0,False,False,0.0,0.0
425,2012-03-06,33.25,33.279999,32.619999,33.110001000000004,33.110001000000004,573800,0,0,32.27,34.970001,31.111136625504983,58.2158518052806,False,False,0.0,False,False,0.0,0.0
426,2012-03-07,33.119999,33.310001,32.91,33.119999,33.119999,364900,0,0,32.5,34.970001,25.101163926654245,40.866278859446474,False,False,0.0,False,False,0.0,0.0
427,2012-03-08,33.110001000000004,33.490002000000004,33.040001000000004,33.07,33.07,633300,0,0,32.5,34.970001,23.076913734043004,26.42973809540067,False,False,0.0,False,False,0.0,0.0
428,2012-03-09,33.200001,35.310001,33.200001,34.740002000000004,34.740002000000004,1553400,0,0,32.5,35.310001,79.7153452970303,42.63114098590911,False,True,0.0,False,False,0.0,0.0
429,2012-03-12,34.689999,36.290001000000004,34.599998,36.009997999999996,36.009997999999996,1963300,0,0,32.5,36.290001000000004,92.61205999681775,65.13477300929695,False,False,0.0,False,False,0.0,0.0
430,2012-03-13,36.509997999999996,36.59,35.5,36.09,36.09,1001600,0,0,32.619999,36.59,87.40554473411973,86.57765000932251,False,False,0.0,False,False,0.0,0.0
431,2012-03-14,36.0,36.0,34.799999,35.290001000000004,35.290001000000004,851500,0,0,32.619999,36.59,67.25444149762183,82.4240154095197,True,False,-1.0,False,True,0.0,-1.0
432,2012-03-15,35.279999,35.48,34.779999,35.0,35.0,571600,0,0,32.619999,36.59,59.94963225450064,71.53653949541398,False,False,-1.0,False,False,0.0,-1.0
433,2012-03-16,34.900002,35.889998999999996,34.830002,35.32,35.32,729300,0,0,32.619999,36.59,68.01008362466402,65.07138579226208,False,True,0.0,False,False,0.0,0.0
434,2012-03-19,35.259997999999996,35.32,34.540001000000004,34.98,34.98,1015600,0,0,32.619999,36.59,59.44585404386535,62.468523307676584,False,False,0.0,False,True,0.0,0.0
435,2012-03-20,34.98,35.200001,34.57,34.959998999999996,34.959998999999996,567000,0,0,32.619999,36.59,58.942050644319586,62.132662770949565,False,False,0.0,False,False,0.0,0.0
436,2012-03-21,34.939999,35.299999,34.599998,35.150002,35.150002,607200,0,0,32.619999,36.59,63.728019212085805,60.70530796675683,False,True,0.0,False,False,0.0,0.0
437,2012-03-22,34.970001,35.150002,34.299999,34.400002,34.400002,522400,0,0,32.619999,36.59,44.83633631326539,55.8354687232235,False,False,0.0,False,True,0.0,0.0
438,2012-03-23,34.259997999999996,34.630001,33.150002,34.080002,34.080002,1170600,0,0,32.619999,36.59,36.77588494310201,48.44674682281764,False,False,0.0,False,False,0.0,0.0
439,2012-03-26,35.59,38.09,35.040001000000004,37.400002,37.400002,3140500,1,0,32.91,38.09,86.67957528957525,56.09726551531413,False,True,0.0,False,False,0.0,0.0
440,2012-03-27,37.16,39.950001,37.029999,37.939999,37.939999,2539200,1,0,33.040001000000004,39.950001,70.91169319826336,64.78905114364677,False,False,0.0,False,False,0.0,0.0
441,2012-03-28,37.779999,38.439999,37.110001000000004,37.849998,37.849998,955000,0,0,33.150002,39.950001,69.11759839964681,75.56962229582838,False,False,0.0,False,True,0.0,0.0
442,2012-03-29,38.189999,38.189999,37.029999,37.330002,37.330002,796400,0,0,33.150002,39.950001,61.47059727508783,67.16662962433257,False,False,0.0,False,False,0.0,0.0
443,2012-03-30,37.52,37.939999,36.68,37.240002000000004,37.240002000000004,886400,0,0,33.150002,39.950001,60.147067668686475,63.5784211144736,False,False,0.0,False,False,0.0,0.0
444,2012-04-02,37.330002,37.970001,36.529999,36.580002,36.580002,1028600,0,0,33.150002,39.950001,50.44118388840939,57.3529496107278,False,False,0.0,False,False,0.0,0.0
445,2012-04-03,36.700001,38.470001,36.669998,38.009997999999996,38.009997999999996,1098100,0,0,33.150002,39.950001,71.47053992213816,60.68626382641124,False,True,0.0,False,False,0.0,0.0
446,2012-04-04,35.27,35.490002000000004,34.689999,35.0,35.0,4481800,1,0,33.150002,39.950001,27.205856942037776,49.70586025086167,False,False,0.0,False,True,0.0,0.0
447,2012-04-05,35.099998,35.439999,34.41,34.48,34.48,1509400,0,0,33.150002,39.950001,19.558796993940682,39.411731286038766,False,False,0.0,False,False,0.0,0.0
448,2012-04-09,34.099998,34.290001000000004,33.099998,33.150002,33.150002,1655700,0,0,33.099998,39.950001,0.7299850817583768,15.831546339245506,False,False,0.0,False,False,0.0,0.0
449,2012-04-10,33.150002,33.849998,32.099998,32.459998999999996,32.459998999999996,1847700,0,0,32.099998,39.950001,4.585998247389165,8.2915934410293,False,False,0.0,False,False,0.0,0.0
450,2012-04-11,33.240002000000004,33.290001000000004,32.009997999999996,33.09,33.09,1105500,0,0,32.009997999999996,39.950001,13.602035162959092,6.306006164035438,False,True,0.0,True,False,1.0,1.0
451,2012-04-12,33.77,34.48,32.919998,33.439999,33.439999,1033900,0,0,32.009997999999996,39.950001,18.01008135639248,12.066038255580137,False,False,0.0,False,False,1.0,1.0
452,2012-04-13,33.939999,34.040001000000004,32.849998,33.59,33.59,649600,0,0,32.009997999999996,39.950001,19.899262002797816,17.170459507383022,False,False,0.0,False,False,1.0,1.0
453,2012-04-16,33.41,33.700001,32.09,32.25,32.25,1099600,0,0,32.009997999999996,39.950001,3.022694072029997,13.644012477073325,False,False,0.0,False,True,0.0,0.0
454,2012-04-17,32.43,33.07,32.040001000000004,32.240002000000004,32.240002000000004,1115500,0,0,32.009997999999996,38.470001,3.5604317830813366,8.827462619302944,False,False,0.0,False,False,0.0,0.0
455,2012-04-18,32.09,32.75,31.530001000000002,32.66,32.66,823100,0,0,31.530001000000002,38.470001,16.282406340057555,7.621844065056188,False,True,0.0,True,False,1.0,1.0
456,2012-04-19,32.75,33.43,32.5,33.16,33.16,774900,0,0,31.530001000000002,38.470001,23.4870172910662,14.443285138068255,False,False,0.0,False,False,1.0,1.0
457,2012-04-20,33.139998999999996,33.73,32.939999,33.16,33.16,821800,0,0,31.530001000000002,38.470001,23.4870172910662,21.085480307396544,False,False,0.0,False,False,1.0,1.0
458,2012-04-23,32.860001000000004,32.970001,31.709999,31.940001000000002,31.940001000000002,890800,0,0,31.530001000000002,38.470001,5.90778097982709,17.62727185398639,False,False,0.0,False,True,0.0,0.0
459,2012-04-24,31.82,32.200001,31.0,31.82,31.82,674500,0,0,31.0,35.490002000000004,18.262798101203508,15.885865457365492,False,True,0.0,True,False,1.0,1.0
460,2012-04-25,32.07,32.990002000000004,32.07,32.91,32.91,712200,0,0,31.0,35.439999,43.018027706762915,22.39620226259773,False,False,0.0,False,False,1.0,1.0
461,2012-04-26,32.959998999999996,33.52,32.91,33.490002000000004,33.490002000000004,425300,0,0,31.0,34.48,71.55178160919559,44.27753580572056,False,False,0.0,False,False,1.0,1.0
